StandardName	StandardZnfContent	alleva.2021	berg.2010	berg.2011	borel.2012	hussin.2013	jeffreys.2013	ponting.2011
pr421	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_zn007_ZN007_ZN008_ZN006_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Dv:0435	NA	NA	NA	NA	Jeffreys436	NA
pr422	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_zn007_zn007_ZN007_ZN008_ZN006_ZN009_ZN010	Uv:0452	NA	NA	NA	NA	Jeffreys437	NA
pr423	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_zn007_zn007_zn008_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0529	NA	NA	NA	NA	Jeffreys438	NA
pr424	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_zn019_ZN006_ZN009_ZN010	Av:0151	NA	NA	NA	NA	Jeffreys439	NA
pr425	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_zn019_ZN007_zn019_zn019_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0420	NA	NA	NA	NA	Jeffreys440	NA
pr426	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_zn019_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Rv:0456	NA	NA	NA	NA	Jeffreys441	NA
pr427	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0009	NA	NA	NA	NA	Jeffreys442	NA
pr428	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN008_ZN006_ZN009_ZN010	Av:0014	NA	NA	NA	NA	Jeffreys443	NA
pr429	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN018_ZN003_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009	Rv:0164	NA	NA	NA	NA	Jeffreys444	NA
pr430	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_zn002_ZN003_ZN004_ZN004_ZN005_zn007_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0495	NA	NA	NA	NA	Jeffreys445	NA
pr431	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_zn004_ZN011_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Dv:0516	NA	NA	NA	NA	Jeffreys446	NA
pr432	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_zn005_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Dv:0489	NA	NA	NA	NA	Jeffreys447	NA
pr433	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_zn008_ZN006_ZN006_ZN007_ZN008_ZN005_ZN003_zn008_ZN006_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0524	NA	NA	NA	NA	Jeffreys448	NA
pr434	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN004_ZN004_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0154	NA	NA	NA	NA	Jeffreys449	NA
pr435	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0055	NA	NA	NA	NA	Jeffreys450	NA
pr436	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN004_ZN004_zn006_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0047	NA	NA	NA	NA	Jeffreys451	NA
pr437	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0040	NA	NA	NA	NA	Jeffreys452	NA
pr438	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN004_ZN018_ZN003_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009_ZN010	Rv:0246	NA	NA	NA	NA	Jeffreys453	NA
pr439	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Dv:0512	NA	NA	NA	NA	Jeffreys455	NA
pr440	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN005_ZN004_ZN004_ZN003_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0177	NA	NA	NA	NA	Jeffreys456	NA
pr441	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN005_ZN005_ZN003_ZN006_ZN007_ZN005_ZN004_ZN005_ZN005_ZN003_ZN006_ZN020_ZN016_ZN006_ZN017_ZN010	Rv:0121	NA	NA	NA	NA	Jeffreys457	NA
pr442	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN005_ZN005_ZN003_ZN006_ZN007_ZN011_ZN006_ZN017_ZN010	L20v:0056	NA	NA	NA	NA	Jeffreys458	NA
pr443	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN005_ZN006_ZN009_ZN010	Av:0028	NA	NA	NA	NA	Jeffreys459	NA
pr444	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN006_ZN007_ZN004_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0527	NA	NA	NA	NA	Jeffreys460	NA
pr445	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN006_ZN007_ZN006_ZN006_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0178	NA	NA	NA	NA	Jeffreys461	NA
pr446	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0007	NA	NA	NA	NA	Jeffreys462	NA
pr447	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN006_ZN009_ZN010	Av:0026	NA	NA	NA	NA	Jeffreys463	NA
pr448	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0012	NA	NA	NA	NA	Jeffreys464	NA
pr449	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_zn002_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0424	NA	NA	NA	NA	Jeffreys465	NA
pr450	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_zn002_ZN005_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0029	NA	NA	NA	NA	Jeffreys466	NA
pr451	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_zn002_ZN006_ZN007_ZN008_ZN006_ZN009_ZN006_ZN006_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0119	NA	NA	NA	NA	Jeffreys467	NA
pr452	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_zn002_zn002_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0462	NA	NA	NA	NA	Jeffreys468	NA
pr453	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_zn002_zn002_ZN005_zn002_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0094	NA	NA	NA	NA	Jeffreys469	NA
pr454	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_zn009_zn009_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0065	NA	NA	NA	NA	Jeffreys470	NA
pr455	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_zn010_ZN022_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Rv:0075	NA	NA	NA	NA	Jeffreys471	NA
pr456	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_zn016_ZN010	Av:0122	NA	NA	NA	NA	Jeffreys472	NA
pr457	ZN001_ZN002_ZN003_ZN004_ZN004_ZN006_ZN005_ZN003_ZN021_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0027	NA	NA	NA	NA	Jeffreys473	NA
pr458	ZN001_ZN002_ZN003_ZN004_ZN004_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0032	NA	NA	NA	NA	Jeffreys474	NA
pr459	ZN001_ZN002_ZN003_ZN004_ZN004_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009_ZN010	Cv:0207	NA	NA	NA	NA	Jeffreys475	NA
pr460	ZN001_ZN002_ZN003_ZN004_ZN004_ZN018_ZN004_ZN003_ZN003_ZN006_ZN011_ZN008_ZN012_ZN015_ZN009_ZN010	L14v:0362	NA	NA	NA	NA	Jeffreys476	NA
pr461	ZN001_ZN002_ZN003_ZN004_ZN004_ZN018_ZN004_ZN018_ZN003_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009_ZN010	L16v:0388	NA	NA	NA	NA	Jeffreys477	NA
pr462	ZN001_ZN002_ZN003_ZN004_ZN004_ZN022_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Rv:0068	NA	NA	NA	NA	Jeffreys478	NA
pr463	ZN001_ZN002_ZN003_ZN004_ZN004_ZN022_ZN003_ZN006_ZN003_ZN006_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	L27v:0067	NA	NA	NA	NA	Jeffreys479	NA
pr464	ZN001_ZN002_ZN003_ZN004_ZN004_ZN022_ZN003_ZN006_ZN007_ZN008_ZN003_ZN004_ZN004_ZN022_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	L27v:0077	NA	NA	NA	NA	Jeffreys480	NA
pr465	ZN001_ZN002_ZN003_ZN004_ZN004_ZN022_ZN003_ZN006_ZN007_ZN008_ZN004_ZN022_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	L27v:0072	NA	NA	NA	NA	Jeffreys481	NA
pr466	ZN001_ZN002_ZN003_ZN004_ZN004_ZN022_ZN003_ZN006_ZN007_ZN008_zn011_zn011_ZN008_zn011_zn011_ZN008_ZN006_ZN009_ZN010	L27v:0074	NA	NA	NA	NA	Jeffreys483	NA
pr467	ZN001_ZN002_ZN003_ZN004_ZN004_ZN022_ZN004_ZN004_ZN022_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	L27v:0080	NA	NA	NA	NA	Jeffreys484	NA
pr468	ZN001_ZN002_ZN003_ZN004_ZN004_ZN022_ZN005_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Rv:0073	NA	NA	NA	NA	Jeffreys485	NA
pr469	ZN001_ZN002_ZN003_ZN004_ZN004_zn002_ZN003_ZN003_ZN006_ZN011_ZN008_ZN012_ZN015_ZN009_ZN010	L14v:0348	NA	NA	NA	NA	Jeffreys486	NA
pr470	ZN001_ZN002_ZN003_ZN004_ZN004_zn002_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0153	NA	NA	NA	NA	Jeffreys487	NA
pr471	ZN001_ZN002_ZN003_ZN004_ZN004_zn002_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0125	NA	NA	NA	NA	Jeffreys488	NA
pr472	ZN001_ZN002_ZN003_ZN004_ZN004_zn002_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Dv:0510	NA	NA	NA	NA	Jeffreys489	NA
pr473	ZN001_ZN002_ZN003_ZN004_ZN004_zn002_ZN018_ZN003_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009_ZN010	Cv:0194	NA	NA	NA	NA	Jeffreys490	NA
pr474	ZN001_ZN002_ZN003_ZN004_ZN004_zn006_ZN003_ZN004_ZN022_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	L27v:0079	NA	NA	NA	NA	Jeffreys491	NA
pr475	ZN001_ZN002_ZN003_ZN004_ZN004_zn006_ZN003_ZN005_ZN003_ZN006_ZN020_ZN016_ZN006_ZN017_ZN010	L24v:0108	NA	NA	NA	NA	Jeffreys492	NA
pr476	ZN001_ZN002_ZN003_ZN004_ZN004_zn006_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0421	NA	NA	NA	NA	Jeffreys493	NA
pr477	ZN001_ZN002_ZN003_ZN004_ZN004_zn006_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0025	NA	NA	NA	NA	Jeffreys494	NA
pr478	ZN001_ZN002_ZN003_ZN004_ZN005_ZN004_ZN004_ZN005_ZN003_ZN006_ZN020_ZN016_ZN006_ZN017_ZN010	L24v:0106	NA	NA	NA	NA	Jeffreys496	NA
pr479	ZN001_ZN002_ZN003_ZN004_ZN006_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0043	NA	NA	NA	NA	Jeffreys497	NA
pr480	ZN001_ZN002_ZN003_ZN004_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0005	NA	NA	NA	NA	Jeffreys498	NA
pr481	ZN001_ZN002_ZN003_ZN004_ZN014_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0045	NA	NA	NA	NA	Jeffreys501	NA
pr482	ZN001_ZN002_ZN003_ZN004_ZN018_ZN003_ZN003_ZN003_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009_ZN010	L16v:0381	NA	NA	NA	NA	Jeffreys502	NA
pr483	ZN001_ZN002_ZN003_ZN004_ZN018_ZN003_ZN003_ZN004_ZN003_ZN003_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009_ZN010	Cv:0393	NA	NA	NA	NA	Jeffreys503	NA
pr484	ZN001_ZN002_ZN003_ZN004_ZN018_ZN003_ZN006_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Rv:0259	NA	NA	NA	NA	Jeffreys504	NA
pr485	ZN001_ZN002_ZN003_ZN004_ZN018_ZN003_ZN006_ZN011_ZN003_ZN003_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009_ZN010	L16v:0373	NA	NA	NA	NA	Jeffreys505	NA
pr486	ZN001_ZN002_ZN003_ZN004_ZN018_ZN003_ZN006_ZN011_ZN008_zn039_ZN011_ZN008_ZN012_ZN008_ZN009_ZN010	L16v:0389	NA	NA	NA	NA	Jeffreys506	NA
pr487	ZN001_ZN002_ZN003_ZN004_ZN018_ZN003_ZN006_ZN011_ZN008_ZN003_ZN006_ZN011_ZN008_ZN006_ZN009_ZN010	Rv:0250	NA	NA	NA	NA	Jeffreys507	NA
pr488	ZN001_ZN002_ZN003_ZN004_ZN018_ZN003_ZN006_ZN011_ZN008_ZN008_ZN008_ZN012_ZN008_ZN009_ZN010	L16v:0383	NA	NA	NA	NA	Jeffreys508	NA
pr489	ZN001_ZN002_ZN003_ZN004_ZN018_ZN003_ZN006_ZN011_ZN008_ZN012_ZN008_ZN008_ZN012_ZN008_ZN009_ZN010	L16v:0390	NA	NA	NA	NA	Jeffreys509	NA
pr490	ZN001_ZN002_ZN003_ZN004_ZN018_ZN003_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009	L15v:0159	NA	NA	NA	NA	Jeffreys510	NA
pr491	ZN001_ZN002_ZN003_ZN004_ZN018_ZN003_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009_ZN008_ZN009_ZN010	L16v:0251	NA	NA	NA	NA	Jeffreys511	NA
pr492	ZN001_ZN002_ZN003_ZN004_ZN018_ZN003_ZN006_ZN011_ZN008_ZN012_ZN008_ZN018_ZN018_ZN004_ZN018_ZN003_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009_ZN010	L16v:0387	NA	NA	NA	NA	Jeffreys513	NA
pr493	ZN001_ZN002_ZN003_ZN004_ZN018_ZN003_ZN006_ZN011_ZN008_ZN012_ZN015_zn040_ZN012_zn041_ZN008_ZN009_ZN010	Rv:0376	NA	NA	NA	NA	Jeffreys514	NA
pr494	ZN001_ZN002_ZN003_ZN004_ZN018_ZN003_ZN006_ZN011_ZN011_zn030_ZN011_ZN008_ZN012_ZN008_ZN009_ZN010	L16v:0244	NA	NA	NA	NA	Jeffreys515	NA
pr495	ZN001_ZN002_ZN003_ZN004_ZN018_ZN003_ZN006_zn007_ZN008_ZN012_ZN008_ZN012_ZN008_ZN009_ZN010	L16v:0249	NA	NA	NA	NA	Jeffreys516	NA
pr496	ZN001_ZN002_ZN003_ZN004_ZN018_ZN003_ZN006_zn007_zn011_ZN008_ZN008_ZN012_ZN008_ZN009_ZN010	L16v:0247	NA	NA	NA	NA	Jeffreys517	NA
pr497	ZN001_ZN002_ZN003_ZN004_ZN018_ZN003_ZN012_ZN008_ZN009_ZN010	Cv:0278	NA	NA	NA	NA	Jeffreys518	NA
pr498	ZN001_ZN002_ZN003_ZN004_ZN018_ZN004_ZN004_ZN003_ZN003_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009_ZN010	Cv:0215	NA	NA	NA	NA	Jeffreys519	NA
pr499	ZN001_ZN002_ZN003_ZN004_ZN018_ZN004_ZN004_ZN004_ZN003_ZN003_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009_ZN010	Cv:0305	NA	NA	NA	NA	Jeffreys520	NA
pr500	ZN001_ZN002_ZN003_ZN004_ZN018_ZN004_ZN004_ZN004_ZN003_ZN004_ZN004_ZN003_ZN003_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009	L15v:0182	NA	NA	NA	NA	Jeffreys521	NA
pr501	ZN001_ZN002_ZN003_ZN004_ZN018_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Rv:0253	NA	NA	NA	NA	Jeffreys522	NA
pr502	ZN001_ZN002_ZN003_ZN004_ZN018_ZN012_ZN003_ZN004_ZN018_ZN003_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009_ZN010	L16v:0256	NA	NA	NA	NA	Jeffreys523	NA
pr503	ZN001_ZN002_ZN003_ZN004_ZN018_ZN018_ZN018_ZN004_ZN004_ZN005_ZN003_ZN006_ZN020_ZN016_ZN006_ZN017_ZN010	L24v:0111	NA	NA	NA	NA	Jeffreys524	NA
pr504	ZN001_ZN002_ZN003_ZN004_ZN018_zn009_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0392	NA	NA	NA	NA	Jeffreys525	NA
pr505	ZN001_ZN002_ZN003_ZN004_ZN022_zn002_ZN004_ZN005_ZN003_zn002_ZN004_ZN022_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Rv:0076	NA	NA	NA	NA	Jeffreys526	NA
pr506	ZN001_ZN002_ZN003_ZN004_zn002_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0501	NA	NA	NA	NA	Jeffreys527	NA
pr507	ZN001_ZN002_ZN003_ZN004_zn010_ZN004_ZN004_ZN003_ZN003_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009	L15v:0158	NA	NA	NA	NA	Jeffreys528	NA
pr508	ZN001_ZN002_ZN003_ZN004_zn014_zn012_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0107	NA	NA	NA	NA	Jeffreys529	NA
pr509	ZN001_ZN002_ZN003_ZN004_zn026_ZN003_ZN004_zn010_zn026_ZN003_ZN004_ZN004_ZN003_ZN003_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009	Rv:0188	NA	NA	NA	NA	Jeffreys530	NA
pr510	ZN001_ZN002_ZN003_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0030	NA	NA	NA	NA	Jeffreys531	NA
pr511	ZN001_ZN002_ZN003_ZN005_ZN004_ZN004_ZN004_ZN004_ZN005_ZN003_ZN006_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0520	NA	NA	NA	NA	Jeffreys532	NA
pr512	ZN001_ZN002_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0001	NA	NA	NA	NA	Jeffreys533	NA
pr513	ZN001_ZN002_ZN003_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009	L15v:0126	NA	NA	NA	NA	Jeffreys534	NA
pr514	ZN001_ZN002_ZN003_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009_ZN010	Cv:0197	NA	NA	NA	NA	Jeffreys535	NA
pr515	ZN001_ZN002_ZN003_ZN006_ZN011_ZN008_ZN012_ZN015_ZN017_ZN004_ZN004_ZN003_ZN003_ZN006_ZN011_ZN008_ZN012_ZN015_ZN009_ZN010	L14v:0331	NA	NA	NA	NA	Jeffreys536	NA
pr516	ZN001_ZN002_ZN003_ZN008_ZN006_ZN009_ZN010	Av:0023	NA	NA	NA	NA	Jeffreys537	NA
pr517	ZN001_ZN002_ZN003_ZN011_ZN008_ZN012_ZN008_ZN009_ZN010	Cv:0191	NA	NA	NA	NA	Jeffreys538	NA
pr518	ZN001_ZN002_ZN003_ZN018_ZN004_ZN004_ZN003_ZN003_ZN003_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009_ZN010	Cv:0276	NA	NA	NA	NA	Jeffreys539	NA
pr519	ZN001_ZN002_ZN003_ZN018_ZN004_ZN004_ZN003_ZN003_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009	L15v:0133	NA	NA	NA	NA	Jeffreys540	NA
pr520	ZN001_ZN002_ZN003_zn002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0152	NA	NA	NA	NA	Jeffreys541	NA
pr521	ZN001_ZN002_ZN003_zn002_ZN004_ZN004_ZN004_ZN004_ZN003_ZN003_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009_ZN010	Cv:0303	NA	NA	NA	NA	Jeffreys542	NA
pr522	ZN001_ZN002_ZN003_zn010_ZN018_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0418	NA	NA	NA	NA	Jeffreys543	NA
pr523	ZN001_ZN002_ZN003_zn010_zn002_zn010_ZN003_ZN004_ZN004_ZN003_ZN003_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009_ZN010	Cv:0402	NA	NA	NA	NA	Jeffreys544	NA
pr524	ZN001_ZN002_ZN004_ZN004_ZN003_ZN003_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009_ZN010	Cv:0210	NA	NA	NA	NA	Jeffreys545	NA
pr525	ZN001_ZN002_ZN004_ZN004_ZN003_ZN003_ZN006_ZN011_ZN008_ZN012_ZN015_ZN009_ZN010	L14v:0300	NA	NA	NA	NA	Jeffreys546	NA
pr526	ZN001_ZN002_ZN004_ZN004_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0081	NA	NA	NA	NA	Jeffreys547	NA
pr527	ZN001_ZN002_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0002	NA	NA	NA	NA	Jeffreys548	NA
pr528	ZN001_ZN002_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0021	NA	NA	NA	NA	Jeffreys550	NA
pr529	ZN001_ZN002_zn002_ZN003_ZN004_ZN003_ZN004_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0400	NA	NA	NA	NA	Jeffreys551	NA
pr530	ZN001_ZN002_zn002_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0004	NA	NA	NA	NA	Jeffreys552	NA
pr531	ZN001_ZN002_zn002_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0010	NA	NA	NA	NA	Jeffreys553	NA
pr532	ZN001_ZN002_zn005_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0020	NA	NA	NA	NA	Jeffreys554	NA
pr533	ZN001_ZN002_zn020_ZN018_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0123	NA	NA	NA	NA	Jeffreys555	NA
pr534	ZN001_ZN003_ZN004_ZN004_ZN003_ZN003_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009	L15v:0155	NA	NA	NA	NA	Jeffreys556	NA
pr535	ZN001_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0008	NA	NA	NA	NA	Jeffreys558	NA
pr536	ZN001_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0019	NA	NA	NA	NA	Jeffreys559	NA
pr537	ZN001_zn003_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0124	NA	NA	NA	NA	Jeffreys560	NA
pr538	ZN001_zn003_ZN003_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009_ZN010	Cv:0277	NA	NA	NA	NA	Jeffreys561	NA
pr539	ZN001_zn003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0038	NA	NA	NA	NA	Jeffreys562	NA
pr540	ZN001_zn021_ZN003_ZN003_ZN004_ZN004_ZN003_ZN003_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009	L15v:0131	NA	NA	NA	NA	Jeffreys563	NA
